The sum of <extra_id_0>53 and 987 is 1740,7
The sum of 642 and 107 is <extra_id_0>49,7
The sum of 6<extra_id_0>2 and 107 is 749,4
The sum of 304 and 8<extra_id_0>6 is 1200,9
The sum of 304 and 896 is <extra_id_0>200,1
The sum of 759 and 9 is <extra_id_0>68,7
The sum of 431 and 8<extra_id_0>3 is 1324,9
The sum of <extra_id_0>31 and 893 is 1324,4
The sum of 214 and <extra_id_0>49 is 963,7
The sum of 214 and 749 is 9<extra_id_0>3,6
The sum of <extra_id_0>27 and 764 is 1191,4
The sum of 427 and <extra_id_0>64 is 1191,7
The sum of 661 and 116 is 7<extra_id_0>7,7
The sum of <extra_id_0>61 and 116 is 777,6
The sum of 595 and 9<extra_id_0>7 is 1532,3
The sum of 595 and 937 is <extra_id_0>532,1
The sum of 618 and 6<extra_id_0>1 is 1229,1
The sum of 6<extra_id_0>8 and 611 is 1229,1
The sum of 3<extra_id_0>0 and 914 is 1264,5
The sum of 350 and 914 is 12<extra_id_0>4,6
The sum of 643 and 6<extra_id_0>1 is 1294,5
The sum of 643 and 651 is 1<extra_id_0>94,2
The sum of <extra_id_0>29 and 392 is 1321,9
The sum of 929 and <extra_id_0>92 is 1321,3
The sum of <extra_id_0>3 and 894 is 967,7
The sum of 73 and 8<extra_id_0>4 is 967,9
The sum of 208 and <extra_id_0>80 is 588,3
The sum of 208 and 380 is 5<extra_id_0>8,8
The sum of 48 and 7<extra_id_0>0 is 788,4
The sum of 48 and 740 is <extra_id_0>88,7
The sum of <extra_id_0>98 and 22 is 520,4
The sum of 498 and <extra_id_0>2 is 520,2
The sum of 171 and <extra_id_0>28 is 599,4
The sum of 171 and 428 is 5<extra_id_0>9,9
The sum of 8 and <extra_id_0>74 is 582,5
The sum of 8 and 574 is 5<extra_id_0>2,8
The sum of 944 and 987 is <extra_id_0>931,1
The sum of <extra_id_0>44 and 987 is 1931,9
The sum of 565 and 645 is 12<extra_id_0>0,1
The sum of 5<extra_id_0>5 and 645 is 1210,6
The sum of 881 and 3<extra_id_0>3 is 1264,8
The sum of 881 and 383 is <extra_id_0>264,1
The sum of 420 and 3<extra_id_0>6 is 806,8
The sum of 420 and 386 is <extra_id_0>06,8
The sum of 600 and 296 is 8<extra_id_0>6,9
The sum of <extra_id_0>00 and 296 is 896,6
The sum of <extra_id_0>76 and 747 is 1523,7
The sum of 776 and <extra_id_0>47 is 1523,7
The sum of 623 and 5<extra_id_0>8 is 1161,3
The sum of 623 and 538 is <extra_id_0>161,1
The sum of <extra_id_0>28 and 877 is 1305,4
The sum of 428 and 877 is <extra_id_0>305,1
The sum of 109 and 451 is <extra_id_0>60,5
The sum of 109 and 4<extra_id_0>1 is 560,5
The sum of 335 and 523 is <extra_id_0>58,8
The sum of 335 and 5<extra_id_0>3 is 858,2
The sum of 529 and 553 is <extra_id_0>082,1
The sum of 529 and <extra_id_0>53 is 1082,5
The sum of 917 and 5<extra_id_0>4 is 1491,7
The sum of <extra_id_0>17 and 574 is 1491,9
The sum of 432 and 849 is 12<extra_id_0>1,8
The sum of <extra_id_0>32 and 849 is 1281,4
The sum of 431 and <extra_id_0>49 is 1080,6
The sum of 431 and 649 is <extra_id_0>080,1
The sum of 305 and <extra_id_0>32 is 837,5
The sum of <extra_id_0>05 and 532 is 837,3
The sum of <extra_id_0>15 and 24 is 439,4
The sum of 415 and 24 is 4<extra_id_0>9,3
The sum of 332 and 126 is <extra_id_0>58,4
The sum of 332 and 1<extra_id_0>6 is 458,2
The sum of 352 and 1<extra_id_0>2 is 514,6
The sum of <extra_id_0>52 and 162 is 514,3
The sum of 507 and 129 is 6<extra_id_0>6,3
The sum of 5<extra_id_0>7 and 129 is 636,0
The sum of 272 and 137 is 4<extra_id_0>9,0
The sum of 2<extra_id_0>2 and 137 is 409,7
The sum of 300 and 43 is <extra_id_0>43,3
The sum of 3<extra_id_0>0 and 43 is 343,0
The sum of <extra_id_0>3 and 729 is 792,6
The sum of 63 and 7<extra_id_0>9 is 792,2
The sum of 635 and <extra_id_0>05 is 740,1
The sum of 635 and 105 is 7<extra_id_0>0,4
The sum of 51 and 553 is 6<extra_id_0>4,0
The sum of <extra_id_0>1 and 553 is 604,5
The sum of 222 and 2<extra_id_0>8 is 430,0
The sum of 222 and 208 is 4<extra_id_0>0,3
The sum of <extra_id_0>97 and 842 is 1639,7
The sum of 797 and 842 is 1<extra_id_0>39,6
The sum of 479 and <extra_id_0>3 is 572,9
The sum of 4<extra_id_0>9 and 93 is 572,7
The sum of 24 and 737 is <extra_id_0>61,7
The sum of 24 and <extra_id_0>37 is 761,7
The sum of 654 and <extra_id_0>71 is 1025,3
The sum of 654 and 371 is 10<extra_id_0>5,2
The sum of 777 and 955 is 17<extra_id_0>2,3
The sum of <extra_id_0>77 and 955 is 1732,7
The sum of 849 and 762 is <extra_id_0>611,1
The sum of 849 and <extra_id_0>62 is 1611,7
The sum of 9<extra_id_0>3 and 239 is 1192,5
The sum of 953 and 2<extra_id_0>9 is 1192,3
The sum of 911 and 983 is 1<extra_id_0>94,8
The sum of <extra_id_0>11 and 983 is 1894,9
The sum of <extra_id_0>43 and 529 is 972,4
The sum of 443 and 529 is <extra_id_0>72,9
The sum of 3<extra_id_0>4 and 743 is 1057,1
The sum of 314 and <extra_id_0>43 is 1057,7
The sum of 344 and 29 is 3<extra_id_0>3,7
The sum of 344 and <extra_id_0>9 is 373,2
The sum of <extra_id_0>81 and 569 is 850,2
The sum of 281 and <extra_id_0>69 is 850,5
The sum of <extra_id_0>25 and 611 is 1036,4
The sum of 425 and 6<extra_id_0>1 is 1036,1
The sum of 752 and <extra_id_0>72 is 1124,3
The sum of 752 and 372 is 11<extra_id_0>4,2
The sum of 8<extra_id_0>3 and 929 is 1802,7
The sum of 873 and <extra_id_0>29 is 1802,9
The sum of 947 and 388 is 1<extra_id_0>35,3
The sum of 947 and 3<extra_id_0>8 is 1335,8
The sum of 809 and 2<extra_id_0>5 is 1104,9
The sum of 809 and 295 is 11<extra_id_0>4,0
The sum of 647 and 4<extra_id_0>2 is 1139,9
The sum of 6<extra_id_0>7 and 492 is 1139,4
The sum of 516 and 385 is <extra_id_0>01,9
The sum of 516 and 3<extra_id_0>5 is 901,8
The sum of 748 and <extra_id_0>08 is 856,1
The sum of 748 and 108 is 8<extra_id_0>6,5
The sum of 479 and 9<extra_id_0>8 is 1397,1
The sum of <extra_id_0>79 and 918 is 1397,4
The sum of 572 and 5<extra_id_0>7 is 1159,8
The sum of 5<extra_id_0>2 and 587 is 1159,7
The sum of 8<extra_id_0>1 and 705 is 1596,9
The sum of 891 and <extra_id_0>05 is 1596,7
The sum of <extra_id_0>60 and 925 is 1485,5
The sum of 560 and <extra_id_0>25 is 1485,9
The sum of 500 and 175 is <extra_id_0>75,6
The sum of <extra_id_0>00 and 175 is 675,5
The sum of 3<extra_id_0>1 and 857 is 1248,9
The sum of 391 and 857 is 12<extra_id_0>8,4
The sum of 271 and 4<extra_id_0>9 is 730,5
The sum of 2<extra_id_0>1 and 459 is 730,7
The sum of 929 and 89 is 10<extra_id_0>8,1
The sum of 9<extra_id_0>9 and 89 is 1018,2
The sum of 184 and <extra_id_0>99 is 383,1
The sum of 184 and 199 is 3<extra_id_0>3,8
The sum of 515 and <extra_id_0>79 is 1394,8
The sum of 515 and 879 is 13<extra_id_0>4,9
The sum of 150 and <extra_id_0>68 is 1118,9
The sum of <extra_id_0>50 and 968 is 1118,1
The sum of 453 and 9<extra_id_0>3 is 1416,6
The sum of 453 and 963 is 14<extra_id_0>6,1
The sum of <extra_id_0>06 and 751 is 1257,5
The sum of 506 and <extra_id_0>51 is 1257,7
The sum of <extra_id_0>07 and 72 is 179,1
The sum of 107 and 72 is <extra_id_0>79,1
The sum of 210 and <extra_id_0>71 is 881,6
The sum of 2<extra_id_0>0 and 671 is 881,1
The sum of 127 and <extra_id_0>68 is 995,8
The sum of 127 and 868 is <extra_id_0>95,9
The sum of 3<extra_id_0>5 and 194 is 579,8
The sum of 385 and 194 is <extra_id_0>79,5
The sum of 3<extra_id_0>0 and 725 is 1115,9
The sum of 390 and 725 is <extra_id_0>115,1
The sum of 868 and 3<extra_id_0>2 is 1260,9
The sum of <extra_id_0>68 and 392 is 1260,8
The sum of <extra_id_0>61 and 858 is 1419,5
The sum of 561 and 858 is 1<extra_id_0>19,4
The sum of <extra_id_0>50 and 721 is 1371,6
The sum of 650 and 7<extra_id_0>1 is 1371,2
The sum of 858 and <extra_id_0>23 is 1481,6
The sum of 858 and 623 is 14<extra_id_0>1,8
The sum of 168 and <extra_id_0>88 is 1056,8
The sum of <extra_id_0>68 and 888 is 1056,1
The sum of <extra_id_0>32 and 777 is 1609,8
The sum of 832 and 777 is 1<extra_id_0>09,6
The sum of 831 and 5<extra_id_0>3 is 1364,3
The sum of 831 and 533 is 13<extra_id_0>4,6
The sum of 638 and 339 is <extra_id_0>77,9
The sum of <extra_id_0>38 and 339 is 977,6
The sum of <extra_id_0>14 and 88 is 902,8
The sum of 814 and 88 is <extra_id_0>02,9
The sum of 330 and 2<extra_id_0>5 is 585,5
The sum of 3<extra_id_0>0 and 255 is 585,3
The sum of 652 and 42 is <extra_id_0>94,6
The sum of 652 and <extra_id_0>2 is 694,4
The sum of 801 and 939 is 1<extra_id_0>40,7
The sum of 801 and <extra_id_0>39 is 1740,9
The sum of 289 and 2<extra_id_0>9 is 588,9
The sum of 289 and 299 is <extra_id_0>88,5
The sum of 132 and 945 is 1<extra_id_0>77,0
The sum of 132 and 9<extra_id_0>5 is 1077,4
The sum of 728 and 401 is 1<extra_id_0>29,1
The sum of 728 and <extra_id_0>01 is 1129,4
The sum of <extra_id_0>07 and 406 is 1213,8
The sum of 807 and <extra_id_0>06 is 1213,4
The sum of 701 and <extra_id_0>68 is 1269,5
The sum of 701 and 568 is 1<extra_id_0>69,2
The sum of 370 and 133 is 5<extra_id_0>3,0
The sum of 370 and 1<extra_id_0>3 is 503,3
The sum of 877 and 578 is 14<extra_id_0>5,5
The sum of 877 and 5<extra_id_0>8 is 1455,7
The sum of 613 and <extra_id_0>75 is 1388,7
The sum of 6<extra_id_0>3 and 775 is 1388,1
The sum of 2<extra_id_0>8 and 382 is 600,1
The sum of 218 and 3<extra_id_0>2 is 600,8
The sum of 488 and 489 is 9<extra_id_0>7,7
The sum of <extra_id_0>88 and 489 is 977,4
The sum of 217 and 3<extra_id_0>5 is 592,7
The sum of 2<extra_id_0>7 and 375 is 592,1
The sum of 384 and 325 is <extra_id_0>09,7
The sum of 384 and <extra_id_0>25 is 709,3
The sum of <extra_id_0>67 and 859 is 1326,4
The sum of 467 and 859 is <extra_id_0>326,1
The sum of <extra_id_0>07 and 202 is 809,6
The sum of 607 and 202 is 8<extra_id_0>9,0
The sum of 665 and 422 is 10<extra_id_0>7,8
The sum of 665 and <extra_id_0>22 is 1087,4
The sum of 2<extra_id_0>0 and 721 is 951,3
The sum of 230 and 7<extra_id_0>1 is 951,2
The sum of 250 and 5<extra_id_0>4 is 754,0
The sum of 2<extra_id_0>0 and 504 is 754,5
The sum of 8<extra_id_0>3 and 871 is 1724,5
The sum of 853 and 871 is 1<extra_id_0>24,7
The sum of 592 and 92 is <extra_id_0>84,6
The sum of 5<extra_id_0>2 and 92 is 684,9
The sum of 348 and 710 is 1<extra_id_0>58,0
The sum of <extra_id_0>48 and 710 is 1058,3
The sum of 5<extra_id_0>3 and 289 is 852,6
The sum of 563 and 2<extra_id_0>9 is 852,8
The sum of 8<extra_id_0>5 and 771 is 1596,2
The sum of 825 and 771 is <extra_id_0>596,1
The sum of 604 and 6<extra_id_0>3 is 1277,7
The sum of <extra_id_0>04 and 673 is 1277,6
The sum of 514 and <extra_id_0>58 is 1072,5
The sum of <extra_id_0>14 and 558 is 1072,5
The sum of 246 and 587 is <extra_id_0>33,8
The sum of 246 and <extra_id_0>87 is 833,5
The sum of 735 and 3<extra_id_0>5 is 1100,6
The sum of 7<extra_id_0>5 and 365 is 1100,3
The sum of 876 and 218 is 1<extra_id_0>94,0
The sum of 8<extra_id_0>6 and 218 is 1094,7
The sum of 546 and 3<extra_id_0>7 is 883,3
The sum of <extra_id_0>46 and 337 is 883,5
The sum of 8<extra_id_0>1 and 407 is 1258,5
The sum of 851 and 407 is <extra_id_0>258,1
The sum of 2<extra_id_0>0 and 145 is 365,2
The sum of 220 and <extra_id_0>45 is 365,1
The sum of 120 and 758 is <extra_id_0>78,8
The sum of 1<extra_id_0>0 and 758 is 878,2
The sum of 7<extra_id_0>6 and 303 is 1019,1
The sum of 716 and 303 is <extra_id_0>019,1
The sum of 198 and 2<extra_id_0>3 is 451,5
The sum of <extra_id_0>98 and 253 is 451,1
The sum of 771 and 693 is <extra_id_0>464,1
The sum of 771 and <extra_id_0>93 is 1464,6
The sum of 786 and <extra_id_0>54 is 1440,6
The sum of 7<extra_id_0>6 and 654 is 1440,8
The sum of 960 and 786 is <extra_id_0>746,1
The sum of <extra_id_0>60 and 786 is 1746,9
The sum of <extra_id_0>62 and 870 is 1532,6
The sum of 662 and 870 is 15<extra_id_0>2,3
The sum of 5<extra_id_0>7 and 786 is 1373,8
The sum of 587 and <extra_id_0>86 is 1373,7
The sum of 668 and 485 is <extra_id_0>153,1
The sum of 668 and 4<extra_id_0>5 is 1153,8
The sum of 258 and <extra_id_0>54 is 412,1
The sum of 258 and 154 is 4<extra_id_0>2,1
The sum of 137 and 279 is 4<extra_id_0>6,1
The sum of <extra_id_0>37 and 279 is 416,1
The sum of 821 and 578 is 1<extra_id_0>99,3
The sum of <extra_id_0>21 and 578 is 1399,8
The sum of 119 and 438 is <extra_id_0>57,5
The sum of 119 and 4<extra_id_0>8 is 557,3
The sum of 6<extra_id_0>2 and 940 is 1562,2
The sum of 622 and <extra_id_0>40 is 1562,9
The sum of <extra_id_0>2 and 450 is 482,3
The sum of 32 and 4<extra_id_0>0 is 482,5
The sum of 445 and 153 is <extra_id_0>98,5
The sum of 445 and 1<extra_id_0>3 is 598,5
The sum of 236 and 4<extra_id_0>0 is 696,6
The sum of <extra_id_0>36 and 460 is 696,2
The sum of <extra_id_0>88 and 551 is 739,1
The sum of 188 and <extra_id_0>51 is 739,5
The sum of <extra_id_0>01 and 763 is 864,1
The sum of 101 and <extra_id_0>63 is 864,7
The sum of 995 and 647 is 16<extra_id_0>2,4
The sum of 995 and <extra_id_0>47 is 1642,6
The sum of <extra_id_0>37 and 791 is 1028,2
The sum of 237 and 791 is <extra_id_0>028,1
The sum of <extra_id_0>98 and 211 is 609,3
The sum of 398 and 211 is <extra_id_0>09,6
The sum of 5<extra_id_0>0 and 982 is 1532,5
The sum of 550 and 9<extra_id_0>2 is 1532,8
The sum of 7<extra_id_0>8 and 414 is 1152,3
The sum of 738 and <extra_id_0>14 is 1152,4
The sum of 9<extra_id_0>7 and 833 is 1750,1
The sum of 917 and 8<extra_id_0>3 is 1750,3
The sum of 7<extra_id_0>6 and 94 is 800,0
The sum of 706 and <extra_id_0>4 is 800,9
The sum of 1<extra_id_0>7 and 876 is 1013,3
The sum of 137 and 876 is 10<extra_id_0>3,1
The sum of 930 and 375 is 13<extra_id_0>5,0
The sum of <extra_id_0>30 and 375 is 1305,9
The sum of 2<extra_id_0>7 and 958 is 1205,4
The sum of 247 and <extra_id_0>58 is 1205,9
The sum of 931 and 9<extra_id_0>9 is 1900,6
The sum of 931 and 969 is 19<extra_id_0>0,0
The sum of 918 and <extra_id_0>7 is 985,6
The sum of <extra_id_0>18 and 67 is 985,9
The sum of 165 and 637 is <extra_id_0>02,8
The sum of 165 and <extra_id_0>37 is 802,6
The sum of 505 and 6<extra_id_0>3 is 1188,8
The sum of 505 and 683 is 11<extra_id_0>8,8
The sum of 740 and 766 is 15<extra_id_0>6,0
The sum of <extra_id_0>40 and 766 is 1506,7
The sum of 376 and <extra_id_0>25 is 801,4
The sum of 376 and 425 is <extra_id_0>01,8
The sum of 268 and 814 is 1<extra_id_0>82,0
The sum of <extra_id_0>68 and 814 is 1082,2
The sum of <extra_id_0>35 and 176 is 1011,8
The sum of 835 and 1<extra_id_0>6 is 1011,7
The sum of 396 and <extra_id_0>07 is 803,4
The sum of 396 and 407 is 8<extra_id_0>3,0
The sum of 7<extra_id_0>8 and 748 is 1496,4
The sum of 748 and 748 is 1<extra_id_0>96,4
The sum of 690 and 201 is <extra_id_0>91,8
The sum of 690 and 2<extra_id_0>1 is 891,0
The sum of <extra_id_0>62 and 628 is 1090,4
The sum of 462 and 628 is 10<extra_id_0>0,9
The sum of <extra_id_0>31 and 390 is 521,1
The sum of 131 and 390 is 5<extra_id_0>1,2
The sum of 829 and <extra_id_0>3 is 922,9
The sum of <extra_id_0>29 and 93 is 922,8
The sum of 640 and 5<extra_id_0>3 is 1213,7
The sum of 640 and 573 is 1<extra_id_0>13,2
The sum of 151 and <extra_id_0>61 is 412,2
The sum of 151 and 261 is <extra_id_0>12,4
The sum of 133 and <extra_id_0>28 is 861,7
The sum of 133 and 728 is 8<extra_id_0>1,6
The sum of 862 and 8<extra_id_0>7 is 1679,1
The sum of 862 and 817 is 16<extra_id_0>9,7
The sum of 818 and 1<extra_id_0>1 is 1009,9
The sum of 818 and 191 is 10<extra_id_0>9,0
The sum of 923 and 1 is <extra_id_0>24,9
The sum of 446 and 7<extra_id_0>8 is 1194,4
The sum of <extra_id_0>46 and 748 is 1194,4
The sum of 879 and <extra_id_0>25 is 1404,5
The sum of 879 and 525 is <extra_id_0>404,1
The sum of 6<extra_id_0>8 and 226 is 914,8
The sum of 688 and <extra_id_0>26 is 914,2
The sum of 1<extra_id_0>1 and 935 is 1066,3
The sum of 131 and 935 is 10<extra_id_0>6,6
The sum of 267 and 594 is <extra_id_0>61,8
The sum of 267 and 5<extra_id_0>4 is 861,9
The sum of 178 and 5 is 1<extra_id_0>3,8
The sum of <extra_id_0>78 and 5 is 183,1
The sum of 4<extra_id_0>4 and 95 is 579,8
The sum of 484 and 95 is <extra_id_0>79,5
The sum of 149 and <extra_id_0>38 is 787,6
The sum of 149 and 638 is 7<extra_id_0>7,8
The sum of 6<extra_id_0>5 and 124 is 779,5
The sum of 655 and <extra_id_0>24 is 779,1
The sum of 510 and 6<extra_id_0>3 is 1153,4
The sum of <extra_id_0>10 and 643 is 1153,5
The sum of 232 and 170 is 4<extra_id_0>2,0
The sum of <extra_id_0>32 and 170 is 402,2
The sum of 284 and 3<extra_id_0>6 is 590,0
The sum of 2<extra_id_0>4 and 306 is 590,8
The sum of 470 and 675 is 1<extra_id_0>45,1
The sum of 470 and 6<extra_id_0>5 is 1145,7
The sum of 602 and 9<extra_id_0>0 is 1592,9
The sum of 602 and 990 is 1<extra_id_0>92,5
The sum of 216 and 5<extra_id_0>4 is 760,4
The sum of 2<extra_id_0>6 and 544 is 760,1
The sum of 931 and <extra_id_0>88 is 1919,9
The sum of 931 and 988 is 19<extra_id_0>9,1
The sum of 634 and 161 is <extra_id_0>95,7
The sum of 634 and 1<extra_id_0>1 is 795,6
The sum of 659 and 942 is <extra_id_0>601,1
The sum of 6<extra_id_0>9 and 942 is 1601,5
The sum of 2<extra_id_0>5 and 621 is 896,7
The sum of 275 and 621 is <extra_id_0>96,8
The sum of 968 and 385 is 1<extra_id_0>53,3
The sum of <extra_id_0>68 and 385 is 1353,9
The sum of 987 and <extra_id_0>10 is 1297,3
The sum of <extra_id_0>87 and 310 is 1297,9
The sum of 86 and <extra_id_0>11 is 297,2
The sum of <extra_id_0>6 and 211 is 297,8
The sum of <extra_id_0>45 and 812 is 1457,6
The sum of 645 and 8<extra_id_0>2 is 1457,1
The sum of 473 and <extra_id_0>44 is 1017,5
The sum of 4<extra_id_0>3 and 544 is 1017,7
The sum of 233 and <extra_id_0>80 is 913,6
The sum of <extra_id_0>33 and 680 is 913,2
The sum of 348 and 629 is 9<extra_id_0>7,7
The sum of 3<extra_id_0>8 and 629 is 977,4
The sum of <extra_id_0>23 and 818 is 1241,4
The sum of 423 and 8<extra_id_0>8 is 1241,1
The sum of 194 and 738 is <extra_id_0>32,9
The sum of 1<extra_id_0>4 and 738 is 932,9
The sum of 423 and 934 is 1<extra_id_0>57,3
The sum of 4<extra_id_0>3 and 934 is 1357,2
The sum of 483 and <extra_id_0>44 is 827,3
The sum of 4<extra_id_0>3 and 344 is 827,8
The sum of 92 and 1<extra_id_0>2 is 194,0
The sum of 92 and 102 is 1<extra_id_0>4,9
The sum of <extra_id_0>6 and 63 is 159,9
The sum of 96 and 63 is <extra_id_0>59,1
The sum of 733 and <extra_id_0>68 is 1601,8
The sum of <extra_id_0>33 and 868 is 1601,7
The sum of 405 and 387 is 7<extra_id_0>2,9
The sum of <extra_id_0>05 and 387 is 792,4
The sum of <extra_id_0>40 and 63 is 703,6
The sum of 640 and 63 is <extra_id_0>03,7
The sum of 23 and 1<extra_id_0>8 is 221,9
The sum of 23 and 198 is <extra_id_0>21,2
The sum of <extra_id_0>32 and 796 is 1028,2
The sum of 232 and 796 is 1<extra_id_0>28,0
The sum of 4<extra_id_0>2 and 251 is 703,5
The sum of 452 and <extra_id_0>51 is 703,2
The sum of 9<extra_id_0>1 and 923 is 1824,0
The sum of 901 and 923 is <extra_id_0>824,1
The sum of 1<extra_id_0>8 and 722 is 910,8
The sum of 188 and 722 is <extra_id_0>10,9
The sum of 122 and 353 is <extra_id_0>75,4
The sum of 1<extra_id_0>2 and 353 is 475,2
The sum of 468 and <extra_id_0>45 is 1213,7
The sum of 468 and 745 is 12<extra_id_0>3,1
The sum of 413 and <extra_id_0>09 is 1022,6
The sum of <extra_id_0>13 and 609 is 1022,4
The sum of 3<extra_id_0>5 and 406 is 761,5
The sum of 355 and 406 is 7<extra_id_0>1,6
The sum of 579 and 666 is 1<extra_id_0>45,2
The sum of 5<extra_id_0>9 and 666 is 1245,7
The sum of 69 and 85 is 1<extra_id_0>4,5
The sum of <extra_id_0>9 and 85 is 154,6
The sum of 5<extra_id_0>1 and 633 is 1204,7
The sum of 571 and 633 is 12<extra_id_0>4,0
The sum of 555 and <extra_id_0>12 is 1467,9
The sum of 555 and 912 is 14<extra_id_0>7,6
The sum of 645 and <extra_id_0>43 is 1488,8
The sum of 645 and 843 is 1<extra_id_0>88,4
The sum of 456 and 9<extra_id_0>1 is 1447,9
The sum of 456 and 991 is 14<extra_id_0>7,4
The sum of 4<extra_id_0>0 and 91 is 531,4
The sum of 440 and 91 is <extra_id_0>31,5
The sum of 371 and 354 is 7<extra_id_0>5,2
The sum of 371 and <extra_id_0>54 is 725,3
The sum of 491 and <extra_id_0>94 is 685,1
The sum of 4<extra_id_0>1 and 194 is 685,9
